report_date,platform_code,platform_name,account_id,ad_account_id,account_name,imp,click,cost,cv
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,4,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,0,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,1,1.0,1
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,4,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,2,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,3,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
2024-02-06,Pin,Pine,1,,ニトリ_SEPTENI,1,0,0.0,0
